symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
JAGRAN,Jagran Prakashan Limited,Communication Services,11.5,6.5,3.5,1.5,1,0.27,3.0,17.3,2.5,22.4,6.5,1.0,7.0,2.0,69.0,0.5,30.9,3.5,1.0,199403,0.5,1478.0,1.5,NONE
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,11.5,4.0,3.5,4.0,1,-0.09,2.0,36.3,1.0,49.0,4.0,1.0,9.4,1.5,46.1,1.0,55.2,3.5,3.0,1171668,1.0,5418.0,4.0,NONE
WINDMACHIN,Windsor Machines Limited,Industrials,11.5,7.0,3.0,1.5,4,0.94,2.0,40.4,1.0,48.2,7.0,1.0,1.7,1.5,74.1,0.5,25.5,3.0,1.0,101575,0.5,2624.0,1.5,NONE
THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,11.5,4.0,4.0,3.5,2,,2.0,42.7,0.0,52.6,4.0,1.5,10.9,2.0,65.0,0.5,34.5,4.0,3.0,1253276,0.5,4403.0,3.5,SEVERE_DRAWDOWN
COFORGE,Coforge Limited,Technology,11.5,4.0,2.5,5.0,1,0.16,2.0,36.0,1.0,45.6,4.0,1.5,55.0,0.0,0.6,1.0,60.5,2.5,3.0,2455772,2.0,60716.0,5.0,NONE
DELTACORP,Delta Corp Limited,Consumer Cyclical,11.5,5.0,3.0,3.5,2,0.59,2.0,46.3,1.0,48.2,5.0,1.0,1.0,1.0,34.5,1.0,65.2,3.0,3.0,2434175,0.5,1863.0,3.5,NONE
KRBL,KRBL Limited,Consumer Defensive,11.5,5.0,3.0,3.5,2,,2.0,43.9,1.0,42.2,5.0,1.0,4.2,1.5,72.7,0.5,27.6,3.0,2.5,955669,1.0,7627.0,3.5,NONE
GODFRYPHLP,Godfrey Phillips India Limited,Consumer Defensive,11.5,4.0,3.5,4.0,2,,1.0,54.9,1.0,49.8,4.0,1.5,11.4,1.5,73.6,0.5,29.8,3.5,2.5,977702,1.5,36498.0,4.0,NONE
TATAINVEST,Tata Investment Corporation Limited,Financial Services,11.5,4.0,3.0,4.5,1,0.36,2.0,43.8,1.0,48.9,4.0,1.0,1.9,1.5,73.8,0.5,25.8,3.0,3.0,2472165,1.5,33573.0,4.5,NONE
LTTS,L&T Technology Services Limited,Technology,11.5,5.5,3.5,2.5,1,0.09,2.5,31.9,2.0,34.5,5.5,1.5,13.9,1.5,73.9,0.5,25.8,3.5,1.0,115324,1.5,37703.0,2.5,NONE
PCBL,PCBL Chemical Limited,Basic Materials,11.5,5.0,2.0,4.5,2,0.53,2.0,42.3,1.0,45.7,5.0,1.0,62.4,0.0,7.0,1.0,48.4,2.0,3.0,1859539,1.5,10763.0,4.5,NONE
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,11.5,4.0,4.0,3.5,2,0.56,2.0,47.1,0.0,51.6,4.0,1.0,5.5,2.0,55.7,1.0,52.6,4.0,3.0,1145876,0.5,2697.0,3.5,SEVERE_DRAWDOWN
IEX,Indian Energy Exchange Limited,Financial Services,11.5,4.0,3.0,4.5,1,0.31,2.0,45.1,1.0,44.7,4.0,2.0,30.6,0.0,13.4,1.0,89.7,3.0,3.0,11905875,1.5,11159.0,4.5,NONE
COFORGE,Coforge Limited,Technology,11.5,4.0,2.5,5.0,1,0.16,2.0,36.0,1.0,45.6,4.0,1.5,55.0,0.0,0.6,1.0,60.5,2.5,3.0,2455772,2.0,60716.0,5.0,NONE
JMFINANCIL,JM Financial Limited,Financial Services,11.5,4.0,3.0,4.5,1,0.35,2.0,45.1,1.0,40.6,4.0,2.0,50.0,0.0,24.6,1.0,40.3,3.0,3.0,5553619,1.5,12343.0,4.5,NONE
EVEREADY,Eveready Industries India Limited,Industrials,11.5,5.0,4.0,2.5,2,0.47,2.0,36.0,1.0,43.9,5.0,1.0,3.2,2.0,63.4,1.0,76.5,4.0,2.0,203574,0.5,2336.0,2.5,NONE
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,11.5,4.0,4.0,3.5,1,-0.01,2.0,41.9,1.0,49.6,4.0,1.5,15.9,1.5,48.2,1.0,51.7,4.0,2.0,424805,1.5,16737.0,3.5,NONE
SHILPAMED,Shilpa Medicare Limited,Healthcare,11.5,4.0,4.5,3.0,1,0.14,2.0,38.5,1.0,45.8,4.0,1.5,10.3,2.0,60.5,1.0,47.3,4.5,2.0,448654,1.0,9240.0,3.0,NONE
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,11.5,6.0,4.0,1.5,2,,2.0,44.2,2.0,38.9,6.0,1.5,17.5,1.5,48.7,1.0,82.9,4.0,1.0,177997,0.5,2807.0,1.5,NONE
ZENTEC,Zen Technologies Limited,Industrials,11.5,4.0,3.5,4.0,1,-0.18,2.0,37.5,1.0,44.8,4.0,1.0,8.8,1.5,49.9,1.0,49.7,3.5,2.5,547369,1.5,14070.0,4.0,NONE
NEWGEN,Newgen Software Technologies Limited,Technology,11.5,4.0,3.5,4.0,3,0.72,1.0,51.7,0.0,69.7,4.0,1.0,9.5,2.0,63.5,0.5,39.6,3.5,3.0,1915595,1.0,6510.0,4.0,SEVERE_DRAWDOWN
DBL,Dilip Buildcon Limited,Industrials,11.0,6.0,2.0,3.0,2,,2.0,36.3,2.0,32.9,6.0,1.0,6.3,1.0,76.1,0.0,20.1,2.0,2.0,330556,1.0,7220.0,3.0,NONE
SIS,SIS Limited,Industrials,11.0,5.5,3.5,2.0,1,0.28,2.5,29.1,2.0,31.1,5.5,1.5,17.5,1.5,73.2,0.5,25.6,3.5,1.0,117268,1.0,5725.0,2.0,NONE
TNPETRO,Tamilnadu Petroproducts Limited,Basic Materials,11.0,5.0,4.0,2.0,1,0.28,2.0,37.4,2.0,35.8,5.0,1.0,5.7,2.0,55.9,1.0,43.6,4.0,2.0,337105,0.0,816.0,2.0,NONE
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,11.0,4.0,3.0,4.0,2,0.5,2.0,38.7,0.0,53.3,4.0,2.0,31.9,0.0,4.8,1.0,95.8,3.0,3.0,11441456,1.0,8422.0,4.0,SEVERE_DRAWDOWN
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,11.0,4.0,3.0,4.0,2,0.5,2.0,38.7,0.0,53.3,4.0,2.0,31.9,0.0,4.8,1.0,95.8,3.0,3.0,11441456,1.0,8422.0,4.0,SEVERE_DRAWDOWN
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,11.0,5.0,3.5,2.5,1,0.32,2.0,39.8,2.0,39.2,5.0,1.5,11.7,1.5,73.8,0.5,40.0,3.5,2.0,310777,0.5,2279.0,2.5,NONE
WALCHANNAG,Walchandnagar Industries Limited,Industrials,11.0,4.0,3.5,3.5,3,1.26,1.0,55.3,0.0,50.5,4.0,1.0,0.2,1.5,40.7,1.0,58.2,3.5,3.0,1079530,0.5,1606.0,3.5,SEVERE_DRAWDOWN
ROSSARI,Rossari Biotech Limited,Basic Materials,11.0,5.5,4.0,1.5,2,0.51,2.5,33.4,1.0,49.1,5.5,1.5,18.3,2.0,68.1,0.5,31.9,4.0,1.0,103228,0.5,2797.0,1.5,NONE
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,11.0,4.0,3.5,3.5,2,0.56,1.0,51.8,1.0,49.2,4.0,1.0,2.4,2.0,51.0,0.5,37.9,3.5,3.0,26964599,0.5,2899.0,3.5,NONE
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,11.0,5.5,1.0,4.5,1,0.3,2.0,47.2,2.5,29.6,5.5,1.0,0.7,0.0,90.0,0.0,10.1,1.0,3.0,9191685,1.5,25513.0,4.5,NONE
QUESS,Quess Corp Limited,Industrials,11.0,4.5,4.0,2.5,1,0.02,2.5,31.3,1.0,47.7,4.5,1.5,13.0,2.0,66.3,0.5,36.2,4.0,2.0,425414,0.5,3068.0,2.5,NONE
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,11.0,5.5,2.0,3.5,1,0.25,2.5,26.3,2.0,39.0,5.5,1.0,9.9,1.0,75.1,0.0,24.9,2.0,2.0,468870,1.5,17427.0,3.5,NONE
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,11.0,5.5,2.0,3.5,1,0.25,2.5,26.3,2.0,39.0,5.5,1.0,9.9,1.0,75.1,0.0,24.9,2.0,2.0,468870,1.5,17427.0,3.5,NONE
SOMANYCERA,Somany Ceramics Limited,Industrials,10.5,5.0,5.0,0.5,2,,2.0,40.0,1.0,42.5,5.0,2.0,21.9,2.0,58.2,1.0,46.1,5.0,0.0,68274,0.5,2059.0,0.5,LOW_LIQUIDITY
PSPPROJECT,PSP Projects Limited,Industrials,10.5,5.0,3.0,2.5,2,,2.0,43.7,1.0,42.6,5.0,1.0,2.6,1.5,71.1,0.5,25.4,3.0,2.0,212272,0.5,3064.0,2.5,NONE
IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,10.5,4.5,3.0,3.0,1,0.16,1.0,50.2,2.5,27.1,4.5,1.0,0.9,1.5,73.5,0.5,25.3,3.0,2.0,206486,1.0,7682.0,3.0,NONE
VISHNU,Vishnu Chemicals Limited,Basic Materials,10.5,6.0,3.0,1.5,1,-0.01,2.5,34.0,2.5,20.5,6.0,1.0,6.9,1.5,70.1,0.5,29.9,3.0,1.0,156362,0.5,4026.0,1.5,NONE
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,10.5,5.0,2.0,3.5,2,0.46,2.0,43.6,1.0,43.9,5.0,1.0,4.4,1.0,77.6,0.0,22.1,2.0,2.0,303623,1.5,29761.0,3.5,NONE
ITI,ITI Limited,Technology,10.5,5.0,1.0,4.5,1,0.07,2.0,42.6,2.0,34.5,5.0,1.0,0.1,0.0,97.9,0.0,9.8,1.0,3.0,2806872,1.5,27523.0,4.5,NONE
PATELENG,Patel Engineering Limited,Industrials,10.5,4.0,3.0,3.5,2,,2.0,37.1,0.0,50.8,4.0,1.0,2.0,1.0,38.2,1.0,73.3,3.0,3.0,6695145,0.5,2470.0,3.5,SEVERE_DRAWDOWN
VEDL,Vedanta Limited,Basic Materials,10.5,1.0,4.5,5.0,1,0.11,0.0,73.3,0.0,65.5,1.0,1.5,18.6,2.0,58.5,1.0,41.4,4.5,3.0,14483289,2.0,131846.0,5.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
VEDL,Vedanta Limited,Basic Materials,10.5,1.0,4.5,5.0,1,0.11,0.0,73.3,0.0,65.5,1.0,1.5,18.6,2.0,58.5,1.0,41.4,4.5,3.0,14483289,2.0,131846.0,5.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
NIITLTD,NIIT Limited,Consumer Defensive,10.5,4.0,4.0,2.5,2,,2.0,38.5,0.0,64.3,4.0,1.5,15.4,1.5,45.0,1.0,51.8,4.0,2.5,559194,0.0,872.0,2.5,SEVERE_DRAWDOWN
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,10.5,4.0,4.5,2.0,2,0.44,2.0,37.1,0.0,50.9,4.0,2.0,26.5,1.5,40.5,1.0,63.1,4.5,1.0,187066,1.0,6736.0,2.0,SEVERE_DRAWDOWN
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,10.5,4.0,3.5,3.0,2,0.59,2.0,35.4,0.0,53.9,4.0,1.5,11.3,1.5,71.3,0.5,28.8,3.5,2.0,292446,1.0,7238.0,3.0,SEVERE_DRAWDOWN
VEDL,Vedanta Limited,Basic Materials,10.5,1.0,4.5,5.0,1,0.11,0.0,73.3,0.0,65.5,1.0,1.5,18.6,2.0,58.5,1.0,41.4,4.5,3.0,14483289,2.0,131846.0,5.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,10.0,4.5,3.0,2.5,1,0.25,2.5,33.6,1.0,41.3,4.5,1.0,2.8,1.5,72.4,0.5,34.6,3.0,2.0,270755,0.5,1935.0,2.5,NONE
PNBGILTS,PNB Gilts Ltd.,Financial Services,10.0,5.0,2.0,3.0,2,0.52,2.0,38.6,1.0,48.2,5.0,1.0,0.0,1.0,75.8,0.0,24.0,2.0,2.5,769380,0.5,1309.0,3.0,NONE
DISHTV,Dish TV India Limited,Communication Services,10.0,5.0,2.0,3.0,4,1.04,1.0,53.1,0.0,70.7,5.0,1.0,5.3,0.0,29.8,1.0,69.9,2.0,3.0,3771363,0.0,619.0,3.0,SEVERE_DRAWDOWN
OMAXE,Omaxe Limited,Real Estate,10.0,5.0,2.0,3.0,2,,2.0,49.0,1.0,40.1,5.0,1.0,4.2,1.0,77.2,0.0,20.2,2.0,2.5,573782,0.5,1374.0,3.0,NONE
RAYMOND,Raymond Limited,Industrials,10.0,3.0,4.0,3.0,1,0.36,2.0,43.9,0.0,57.5,3.0,1.0,7.8,2.0,51.2,1.0,47.7,4.0,2.5,698553,0.5,3461.0,3.0,SEVERE_DRAWDOWN
KIRIINDUS,Kiri Industries Limited,Basic Materials,10.0,3.0,4.0,3.0,1,-0.18,2.0,49.0,0.0,53.4,3.0,1.5,16.2,1.5,41.7,1.0,49.6,4.0,2.5,931459,0.5,2544.0,3.0,SEVERE_DRAWDOWN
DBCORP,D. B. Corp Limited,Communication Services,10.0,5.5,3.0,1.5,1,0.29,2.5,29.2,2.0,34.0,5.5,1.5,13.9,1.5,74.5,0.0,16.5,3.0,1.0,123648,0.5,3697.0,1.5,NONE
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,10.0,4.5,3.5,2.0,1,0.28,2.5,32.2,1.0,40.1,4.5,1.5,19.3,1.5,70.9,0.5,29.0,3.5,1.0,198020,1.0,7154.0,2.0,NONE
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,10.0,5.5,3.0,1.5,1,0.16,2.5,31.9,2.0,35.8,5.5,1.0,4.7,1.5,73.7,0.5,26.6,3.0,0.0,99518,1.5,15493.0,1.5,LOW_LIQUIDITY
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,10.0,3.0,3.0,4.0,1,0.35,1.0,53.0,1.0,45.2,3.0,1.0,2.1,1.5,73.0,0.5,28.1,3.0,3.0,2291434,1.0,5834.0,4.0,NONE
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,10.0,4.5,2.0,3.5,1,0.09,2.5,32.5,1.0,44.1,4.5,1.0,7.8,1.0,75.5,0.0,24.4,2.0,2.0,367801,1.5,23405.0,3.5,NONE
NETWORK18,Network18 Media & Investments Limited,Communication Services,10.0,3.0,3.5,3.5,1,0.29,2.0,39.9,0.0,56.4,3.0,1.0,4.2,2.0,63.5,0.5,36.9,3.5,3.0,6303966,0.5,4970.0,3.5,SEVERE_DRAWDOWN
SUBEXLTD,Subex Limited,Technology,10.0,5.0,2.0,3.0,3,0.75,2.0,45.8,0.0,60.0,5.0,1.0,0.7,0.0,1.4,1.0,104.1,2.0,3.0,1904349,0.0,575.0,3.0,SEVERE_DRAWDOWN
RPSGVENT,RPSG Ventures Limited,Technology,9.5,4.0,3.0,2.5,1,-0.07,2.0,49.3,1.0,44.0,4.0,1.0,0.5,1.5,72.4,0.5,29.8,3.0,2.0,359824,0.5,3079.0,2.5,NONE
SASKEN,Sasken Technologies Limited,Technology,9.5,5.0,4.0,0.5,1,0.16,2.0,45.9,2.0,36.2,5.0,1.0,9.3,2.0,56.5,1.0,41.2,4.0,0.0,65277,0.5,2769.0,0.5,LOW_LIQUIDITY
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,9.5,1.0,4.5,4.0,1,-0.0,0.0,77.3,0.0,80.6,1.0,1.5,12.4,2.0,59.9,1.0,45.0,4.5,3.0,8632324,1.0,7598.0,4.0,"HIGH_VOLATILITY,SEVERE_DRAWDOWN"
JUSTDIAL,Just Dial Limited,Communication Services,9.5,4.5,3.5,1.5,1,0.19,2.5,26.3,1.0,48.0,4.5,1.5,11.2,1.5,74.2,0.5,25.8,3.5,1.0,163278,0.5,4400.0,1.5,NONE
VISAKAIND,Visaka Industries Limited,Industrials,9.5,4.5,4.0,1.0,1,0.17,2.5,34.5,1.0,45.4,4.5,1.0,0.1,2.0,54.2,1.0,46.3,4.0,1.0,121112,0.0,636.0,1.0,NONE
GODREJIND,Godrej Industries Limited,Industrials,9.5,5.0,1.0,3.5,2,,2.0,41.3,1.0,44.9,5.0,1.0,6.5,0.0,87.2,0.0,19.3,1.0,2.0,263462,1.5,38197.0,3.5,NONE
SATIA,Satia Industries Limited,Basic Materials,9.5,4.5,4.0,1.0,1,0.11,2.5,33.8,1.0,45.3,4.5,1.0,0.1,2.0,69.1,1.0,44.9,4.0,1.0,122671,0.0,641.0,1.0,NONE
POLYMED,Poly Medicure Limited,Healthcare,9.5,3.0,4.0,2.5,1,0.12,2.0,39.5,0.0,52.1,3.0,1.5,18.1,2.0,66.9,0.5,33.1,4.0,1.0,190904,1.5,14766.0,2.5,SEVERE_DRAWDOWN
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,9.5,5.0,4.0,0.5,2,0.43,2.0,39.1,1.0,44.0,5.0,2.0,29.1,1.0,36.4,1.0,63.5,4.0,0.0,96474,0.5,2266.0,0.5,LOW_LIQUIDITY
STARCEMENT,Star Cement Limited,Basic Materials,9.5,5.5,1.0,3.0,1,0.02,2.5,27.2,2.0,33.4,5.5,1.0,6.2,0.0,88.2,0.0,15.1,1.0,2.0,418665,1.0,8517.0,3.0,NONE
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,9.5,3.0,4.0,2.5,1,0.23,2.0,43.1,0.0,55.6,3.0,1.5,12.2,1.5,43.5,1.0,57.2,4.0,2.5,618077,0.0,962.0,2.5,SEVERE_DRAWDOWN
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,9.0,6.0,2.5,0.5,2,,2.0,37.0,2.0,38.5,6.0,1.0,2.2,1.5,74.9,0.0,24.9,2.5,0.0,74621,0.5,1625.0,0.5,LOW_LIQUIDITY
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,9.0,3.0,3.5,2.5,1,0.12,2.0,40.6,0.0,50.1,3.0,1.0,9.8,1.5,41.9,1.0,58.2,3.5,2.0,389558,0.5,2448.0,2.5,SEVERE_DRAWDOWN
KELLTONTEC,Kellton Tech Solutions Limited,Technology,9.0,3.0,3.0,3.0,2,0.5,1.0,53.4,0.0,58.8,3.0,1.0,0.9,1.0,37.7,1.0,61.8,3.0,3.0,4039312,0.0,802.0,3.0,SEVERE_DRAWDOWN
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,9.0,3.0,4.5,1.5,1,-0.34,2.0,35.5,0.0,50.2,3.0,2.0,25.7,2.0,65.9,0.5,29.7,4.5,1.0,103567,0.5,3726.0,1.5,SEVERE_DRAWDOWN
ROUTE,Route Mobile Limited,Communication Services,8.5,3.5,2.5,2.5,1,0.32,2.5,34.5,0.0,61.2,3.5,1.0,6.6,1.5,74.9,0.0,24.8,2.5,2.0,381811,0.5,3274.0,2.5,SEVERE_DRAWDOWN
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,8.5,5.0,1.0,2.5,2,0.48,2.0,42.1,1.0,47.4,5.0,0.0,0.0,1.0,78.1,0.0,22.0,1.0,2.5,565724,0.0,867.0,2.5,NONE
ORIENTCEM,Orient Cement Limited,Basic Materials,8.5,3.0,2.5,3.0,1,0.06,2.0,37.7,0.0,65.2,3.0,1.0,1.8,1.5,74.8,0.0,24.2,2.5,2.5,784141,0.5,2785.0,3.0,SEVERE_DRAWDOWN
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,8.5,4.0,2.0,2.5,1,0.2,1.0,56.2,2.0,39.4,4.0,0.0,0.0,1.5,70.8,0.5,29.3,2.0,2.0,244414,0.5,1196.0,2.5,NONE
SYMPHONY,Symphony Limited,Consumer Cyclical,8.5,5.5,2.0,1.0,2,,2.5,30.2,1.0,45.0,5.5,1.0,9.8,1.0,75.9,0.0,21.2,2.0,0.0,92258,1.0,5004.0,1.0,LOW_LIQUIDITY
ONEPOINT,One Point One Solutions Limited,Industrials,8.5,4.0,1.0,3.5,1,0.26,2.0,39.9,1.0,40.3,4.0,0.0,0.0,0.0,0.0,1.0,47.5,1.0,3.0,1544748,0.5,1576.0,3.5,NONE
LUXIND,Lux Industries Limited,Consumer Cyclical,8.5,6.0,2.0,0.5,3,0.65,2.0,44.6,1.0,47.8,6.0,1.0,5.4,1.0,75.8,0.0,22.8,2.0,0.0,91994,0.5,4164.0,0.5,LOW_LIQUIDITY
DHANUKA,Dhanuka Agritech Limited,Basic Materials,8.5,3.5,4.0,1.0,1,0.31,2.5,32.6,0.0,53.0,3.5,1.5,19.0,1.5,70.1,1.0,40.7,4.0,0.0,68961,1.0,5326.0,1.0,"SEVERE_DRAWDOWN,LOW_LIQUIDITY"
ZUARI,Zuari Agro Chemicals Limited,Basic Materials,8.0,2.0,3.5,2.5,1,-0.1,1.0,56.2,0.0,52.8,2.0,1.0,0.1,2.0,66.8,0.5,32.4,3.5,2.5,663560,0.0,903.0,2.5,SEVERE_DRAWDOWN
PVP,PVP Ventures Limited,Industrials,8.0,3.0,2.5,2.5,1,-0.38,1.0,55.1,1.0,40.4,3.0,0.0,0.0,2.0,61.3,0.5,35.5,2.5,2.5,955798,0.0,673.0,2.5,NONE
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,7.5,4.0,2.0,1.5,2,0.47,2.0,45.9,0.0,56.3,4.0,1.0,0.1,1.0,76.6,0.0,24.7,2.0,1.0,137433,0.5,1253.0,1.5,SEVERE_DRAWDOWN
UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Defensive,7.0,5.0,1.0,1.0,2,,2.0,36.2,1.0,42.1,5.0,1.0,0.0,0.0,80.6,0.0,19.8,1.0,1.0,111222,0.0,937.0,1.0,NONE
